country,iso3c,region,region_orig,ubigeo,iso_3166_2_code,date,confirmed,deaths,recovered,total_tests,negative_tests,pcr_test_positive,serological_test_positive,ag_test_positive,pcr_serological_test_positive,zone,pop2020,surface,capital,altitude,lat,lon
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2020-04-30,693,56,NA,NA,NA,221,472,NA,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2020-04-30,78,NA,NA,NA,NA,13,65,NA,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2020-04-30,571,11,NA,NA,NA,202,369,NA,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2020-04-30,95,NA,NA,NA,NA,49,46,NA,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2020-04-30,170,3,NA,NA,NA,44,126,NA,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2020-04-30,3219,60,NA,NA,NA,975,2244,NA,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2020-04-30,212,3,NA,NA,NA,79,133,NA,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2020-04-30,88,1,NA,NA,NA,25,63,NA,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2020-04-30,189,NA,NA,NA,NA,11,178,NA,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2020-04-30,550,28,NA,NA,NA,208,342,NA,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2020-04-30,394,4,NA,NA,NA,151,243,NA,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2020-04-30,668,23,NA,NA,NA,213,455,NA,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2020-04-30,2176,192,NA,NA,NA,803,1373,NA,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA,150000,PE-LIM,2020-04-30,23561,437,NA,NA,NA,10401,13160,NA,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2020-04-30,1202,55,NA,NA,NA,999,203,NA,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2020-04-30,113,NA,NA,NA,NA,17,96,NA,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2020-04-30,120,NA,NA,NA,NA,6,114,NA,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2020-04-30,113,1,NA,NA,NA,22,91,NA,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2020-04-30,1207,118,NA,NA,NA,223,984,NA,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2020-04-30,105,NA,NA,NA,NA,13,92,NA,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2020-04-30,238,1,NA,NA,NA,72,166,NA,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2020-04-30,111,1,NA,NA,NA,17,94,NA,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2020-04-30,310,19,NA,NA,NA,75,235,NA,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2020-04-30,671,38,NA,NA,NA,95,576,NA,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2020-04-30,36976,1051,10405,318252,281276,14956,22020,NA,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2020-05-01,129,NA,NA,NA,NA,23,106,NA,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2020-05-01,822,56,NA,NA,NA,224,598,NA,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2020-05-01,83,NA,NA,NA,NA,10,73,NA,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2020-05-01,624,11,NA,NA,NA,214,410,NA,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2020-05-01,104,NA,NA,NA,NA,49,55,NA,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2020-05-01,201,3,NA,NA,NA,52,149,NA,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2020-05-01,3458,60,NA,NA,NA,1021,2437,NA,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2020-05-01,221,3,NA,NA,NA,82,139,NA,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2020-05-01,109,1,NA,NA,NA,27,82,NA,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2020-05-01,206,NA,NA,NA,NA,13,193,NA,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2020-05-01,580,41,NA,NA,NA,216,364,NA,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2020-05-01,436,4,NA,NA,NA,158,278,NA,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2020-05-01,720,23,NA,NA,NA,223,497,NA,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2020-05-01,2360,194,NA,NA,NA,831,1529,NA,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA,150000,PE-LIM,2020-05-01,25718,491,NA,NA,NA,10748,14970,NA,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2020-05-01,1355,57,NA,NA,NA,1095,260,NA,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2020-05-01,116,1,NA,NA,NA,18,98,NA,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2020-05-01,123,NA,NA,NA,NA,6,117,NA,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2020-05-01,122,1,NA,NA,NA,25,97,NA,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2020-05-01,1396,119,NA,NA,NA,233,1163,NA,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2020-05-01,116,NA,NA,NA,NA,13,103,NA,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2020-05-01,248,1,NA,NA,NA,72,176,NA,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2020-05-01,126,1,NA,NA,NA,17,109,NA,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2020-05-01,326,19,NA,NA,NA,75,251,NA,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2020-05-01,760,38,NA,NA,NA,95,665,NA,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2020-05-01,40459,1124,11129,342498,302039,15540,24919,NA,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2020-05-02,136,1,NA,NA,NA,23,113,NA,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2020-05-02,907,66,NA,NA,NA,233,674,NA,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2020-05-02,86,NA,NA,NA,NA,10,76,NA,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2020-05-02,655,16,NA,NA,NA,221,434,NA,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2020-05-02,117,NA,NA,NA,NA,51,66,NA,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2020-05-02,224,3,NA,NA,NA,55,169,NA,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2020-05-02,3543,66,NA,NA,NA,1065,2478,NA,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2020-05-02,221,3,NA,NA,NA,82,139,NA,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2020-05-02,133,1,NA,NA,NA,28,105,NA,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2020-05-02,233,NA,NA,NA,NA,15,218,NA,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2020-05-02,584,41,NA,NA,NA,218,366,NA,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2020-05-02,451,7,NA,NA,NA,161,290,NA,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2020-05-02,798,23,NA,NA,NA,231,567,NA,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2020-05-02,2548,220,NA,NA,NA,862,1686,NA,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA,150000,PE-LIM,2020-05-02,26908,504,NA,NA,NA,11204,15704,NA,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2020-05-02,1425,57,NA,NA,NA,1150,275,NA,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2020-05-02,118,1,NA,NA,NA,18,100,NA,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2020-05-02,128,NA,NA,NA,NA,7,121,NA,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2020-05-02,148,1,NA,NA,NA,27,121,NA,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2020-05-02,1492,131,NA,NA,NA,238,1254,NA,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2020-05-02,124,NA,NA,NA,NA,13,111,NA,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2020-05-02,265,1,NA,NA,NA,72,193,NA,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2020-05-02,128,1,NA,NA,NA,19,109,NA,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2020-05-02,336,19,NA,NA,NA,74,262,NA,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2020-05-02,826,38,NA,NA,NA,95,731,NA,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2020-05-02,42534,1200,12434,355604,313070,16172,26362,NA,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2020-05-03,155,1,NA,NA,NA,23,132,NA,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2020-05-03,993,77,NA,NA,NA,244,749,NA,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2020-05-03,90,NA,NA,NA,NA,10,80,NA,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2020-05-03,692,16,NA,NA,NA,228,464,NA,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2020-05-03,135,NA,NA,NA,NA,54,81,NA,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2020-05-03,259,3,NA,NA,NA,60,199,NA,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2020-05-03,3893,66,NA,NA,NA,1108,2785,NA,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2020-05-03,230,3,NA,NA,NA,82,148,NA,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2020-05-03,186,1,NA,NA,NA,28,158,NA,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2020-05-03,248,NA,NA,NA,NA,15,233,NA,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2020-05-03,676,41,NA,NA,NA,234,442,NA,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2020-05-03,506,7,NA,NA,NA,180,326,NA,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2020-05-03,879,23,NA,NA,NA,238,641,NA,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2020-05-03,2646,267,NA,NA,NA,873,1773,NA,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA,150000,PE-LIM,2020-05-03,28990,517,NA,NA,NA,11580,17410,NA,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2020-05-03,1502,59,NA,NA,NA,1198,304,NA,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2020-05-03,120,1,NA,NA,NA,18,102,NA,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2020-05-03,131,NA,NA,NA,NA,7,124,NA,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2020-05-03,161,1,NA,NA,NA,27,134,NA,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2020-05-03,1618,143,NA,NA,NA,240,1378,NA,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2020-05-03,135,NA,NA,NA,NA,13,122,NA,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2020-05-03,282,1,NA,NA,NA,81,201,NA,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2020-05-03,141,2,NA,NA,NA,19,122,NA,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2020-05-03,347,19,NA,NA,NA,75,272,NA,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2020-05-03,913,38,NA,NA,NA,95,818,NA,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2020-05-03,45928,1286,13550,375096,329168,16730,29198,NA,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2020-05-04,164,NA,NA,NA,NA,NA,NA,NA,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2020-05-04,1014,NA,NA,NA,NA,NA,NA,NA,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2020-05-04,100,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2020-05-04,692,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2020-05-04,143,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2020-05-04,268,NA,NA,NA,NA,NA,NA,NA,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2020-05-04,3979,NA,NA,NA,NA,NA,NA,NA,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2020-05-04,234,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2020-05-04,199,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2020-05-04,248,NA,NA,NA,NA,NA,NA,NA,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2020-05-04,688,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2020-05-04,524,NA,NA,NA,NA,NA,NA,NA,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2020-05-04,965,NA,NA,NA,NA,NA,NA,NA,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2020-05-04,2763,NA,NA,NA,NA,NA,NA,NA,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA,150000,PE-LIM,2020-05-04,29842,NA,NA,NA,NA,NA,NA,NA,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2020-05-04,1502,NA,NA,NA,NA,NA,NA,NA,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2020-05-04,121,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2020-05-04,133,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2020-05-04,162,NA,NA,NA,NA,NA,NA,NA,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2020-05-04,1752,NA,NA,NA,NA,NA,NA,NA,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2020-05-04,142,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2020-05-04,296,NA,NA,NA,NA,NA,NA,NA,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2020-05-04,141,NA,NA,NA,NA,NA,NA,NA,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2020-05-04,347,NA,NA,NA,NA,NA,NA,NA,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2020-05-04,953,NA,NA,NA,NA,NA,NA,NA,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2020-05-04,47372,1344,14427,389309,338120,17714,33475,NA,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2020-05-05,170,4,NA,NA,NA,23,147,NA,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2020-05-05,1159,85,NA,NA,NA,258,901,NA,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2020-05-05,111,NA,NA,NA,NA,10,101,NA,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2020-05-05,763,18,NA,NA,NA,235,528,NA,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2020-05-05,181,NA,NA,NA,NA,63,118,NA,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2020-05-05,322,3,NA,NA,NA,76,246,NA,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2020-05-05,4245,77,NA,NA,NA,1155,3090,NA,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2020-05-05,249,3,NA,NA,NA,82,167,NA,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2020-05-05,203,1,NA,NA,NA,30,173,NA,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2020-05-05,255,2,NA,NA,NA,15,240,NA,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2020-05-05,698,41,NA,NA,NA,256,442,NA,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2020-05-05,587,7,NA,NA,NA,188,399,NA,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2020-05-05,1062,46,NA,NA,NA,245,817,NA,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
