country,iso3c,region,region_orig,ubigeo,iso_3166_2_code,date,confirmed,deaths,recovered,total_tests,negative_tests,pcr_test_positive,serological_test_positive,ag_test_positive,pcr_serological_test_positive,zone,pop2020,surface,capital,altitude,lat,lon
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2022-01-14,83110,7331,NA,697941,614831,14472,31739,36899,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2022-01-14,46244,4285,NA,304753,258509,8975,28226,9043,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2022-01-14,14466,782,NA,98659,84193,1874,9950,2642,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2022-01-14,32200,1542,NA,436170,403970,7224,18225,6751,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2022-01-14,17252,1051,NA,338416,321164,1523,9469,6260,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2022-01-14,103155,12327,NA,702367,599212,12154,46754,44247,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2022-01-14,45159,4276,NA,363838,318679,7691,21434,16034,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2022-01-14,51053,3043,NA,284095,233042,9052,28817,13184,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2022-01-14,34636,1984,NA,266698,232062,6318,15945,12373,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2022-01-14,19965,1600,NA,144741,124776,5653,9021,5291,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2022-01-14,32780,3091,NA,181681,148901,3028,22016,7736,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2022-01-14,2512789,203302,2492357,22974449,20461660,765131,955866,791792,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2022-01-15,34329,1293,NA,181714,147385,6032,18720,9577,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2022-01-15,90283,6789,NA,693126,602843,19147,29016,42120,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2022-01-15,28130,1528,NA,243071,214941,6598,8852,12680,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2022-01-15,132459,9777,NA,1625965,1493506,31814,50416,50229,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2022-01-15,37460,2175,NA,236580,199120,8803,16322,12335,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2022-01-15,73240,4203,NA,682277,609037,20163,28896,24181,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2022-01-15,115273,10153,NA,850064,734791,50543,36629,28101,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2022-01-15,89495,4855,NA,756776,667281,22153,25674,41668,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2022-01-15,17595,1186,NA,179556,161961,2281,8346,6968,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2022-01-15,39732,2738,NA,304948,265216,5597,21951,12184,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2022-01-15,69051,8628,NA,484909,415858,9950,33258,25843,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2022-01-15,96882,7123,NA,861074,764192,17003,42386,37493,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2022-01-15,103214,10424,NA,817008,713794,22835,39660,40719,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2022-01-15,75274,8739,NA,546003,470729,18791,35397,21086,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2022-01-15,1071433,82433,NA,10824714,9753281,454445,318747,298241,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2022-01-15,84960,7332,NA,702546,617586,14682,31739,38539,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2022-01-15,46674,4287,NA,305983,259309,9065,28226,9383,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2022-01-15,14539,784,NA,99163,84624,1917,9950,2672,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2022-01-15,32664,1542,NA,439376,406712,7383,18225,7056,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2022-01-15,17584,1052,NA,340667,323083,1600,9469,6515,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2022-01-15,105525,12349,NA,708747,603222,12437,46754,46334,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2022-01-15,46376,4276,NA,366741,320365,7834,21434,17108,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2022-01-15,51840,3042,NA,285622,233782,9163,28817,13860,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2022-01-15,35481,1987,NA,268962,233481,6506,15945,13030,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2022-01-15,20090,1599,NA,145066,124976,5653,9021,5416,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2022-01-15,32951,3082,NA,182795,149844,3151,22016,7784,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2022-01-15,2562534,203376,2541859,23133453,20570919,775546,955866,831122,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2022-01-16,34530,1293,NA,182311,147781,6122,18720,9688,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2022-01-16,91930,6793,NA,698731,606801,19293,29016,43621,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2022-01-16,28419,1528,NA,244088,215669,6711,8852,12856,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2022-01-16,135225,9780,NA,1637630,1502405,32537,50434,52254,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2022-01-16,37908,2173,NA,237771,199863,8947,16322,12639,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2022-01-16,74523,4212,NA,686815,612292,20974,28896,24653,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2022-01-16,116567,10155,NA,854863,738296,50816,36629,29122,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2022-01-16,91266,4860,NA,762085,670819,22405,25674,43187,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2022-01-16,17750,1186,NA,180462,162712,2308,8346,7096,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2022-01-16,40135,2739,NA,306301,266166,5707,21951,12477,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2022-01-16,70534,8629,NA,489321,418787,10168,33258,27108,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2022-01-16,97948,7130,NA,865677,767729,17108,42386,38454,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2022-01-16,105146,10426,NA,823519,718373,23398,39660,42088,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2022-01-16,76877,8740,NA,550159,473282,19251,35397,22229,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2022-01-16,1091445,82475,NA,10900817,9809372,461182,318747,311516,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2022-01-16,86563,7336,NA,707484,620921,14829,31739,39995,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2022-01-16,47022,4289,NA,306992,259970,9152,28226,9644,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2022-01-16,14647,785,NA,99525,84878,1989,9950,2708,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2022-01-16,33222,1542,NA,442666,409444,7739,18225,7258,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2022-01-16,17747,1053,NA,342253,324506,1654,9469,6624,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2022-01-16,107645,12336,NA,714251,606606,12705,46754,48186,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2022-01-16,47334,4278,NA,370038,322704,8020,21434,17880,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2022-01-16,52237,3044,NA,286659,234422,9246,28817,14174,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2022-01-16,36325,1989,NA,270855,234530,6718,15945,13662,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2022-01-16,20140,1600,NA,145352,125212,5680,9021,5439,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2022-01-16,33041,3093,NA,183233,150192,3218,22016,7807,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2022-01-16,2606126,203464,2585515,23289858,20683732,787877,955884,862365,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2022-01-17,34632,1293,NA,182647,148015,6122,18720,9790,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2022-01-17,92892,6795,NA,702032,609140,19529,29016,44347,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2022-01-17,28561,1530,NA,244612,216051,6752,8852,12957,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2022-01-17,136776,9783,NA,1643218,1506442,32780,50434,53562,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2022-01-17,38112,2173,NA,238410,200298,8947,16322,12843,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2022-01-17,75494,4211,NA,690589,615095,21590,28896,25008,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2022-01-17,117373,10159,NA,857595,740222,51127,36629,29617,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2022-01-17,92208,4862,NA,764883,672675,22417,25674,44117,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2022-01-17,17892,1186,NA,181122,163230,2320,8346,7226,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2022-01-17,40547,2735,NA,307454,266907,5837,21951,12759,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2022-01-17,71245,8632,NA,491287,420042,10183,33258,27804,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2022-01-17,98654,7128,NA,867789,769135,17156,42386,39112,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2022-01-17,106371,10435,NA,827399,721028,23543,39660,43168,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2022-01-17,78109,8750,NA,553552,475443,19473,35397,23239,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2022-01-17,1102864,82529,NA,10938982,9836118,465443,318747,318674,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2022-01-17,87590,7335,NA,709961,622371,14856,31739,40995,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2022-01-17,47274,4287,NA,307682,260408,9171,28226,9877,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2022-01-17,14670,784,NA,99633,84963,1989,9950,2731,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2022-01-17,33592,1541,NA,444234,410642,7930,18225,7437,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2022-01-17,17877,1054,NA,342789,324912,1654,9469,6754,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2022-01-17,108776,12345,NA,717210,608434,12819,46754,49203,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2022-01-17,47825,4281,NA,371637,323812,8020,21434,18371,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2022-01-17,52461,3042,NA,287167,234706,9274,28817,14370,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2022-01-17,36773,1990,NA,271795,235022,6718,15945,14110,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2022-01-17,20199,1601,NA,145497,125298,5681,9021,5497,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2022-01-17,33059,3089,NA,183402,150343,3221,22016,7822,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2022-01-17,2631826,203550,2610800,23372578,20740752,794552,955884,881390,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2022-01-18,34813,1293,NA,183211,148398,6199,18720,9894,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2022-01-18,93739,6798,NA,705040,611301,19554,29016,45169,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2022-01-18,28745,1531,NA,245364,216619,6783,8852,13110,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2022-01-18,138830,9786,NA,1650482,1511652,33380,50434,55016,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2022-01-18,38534,2173,NA,239409,200875,9061,16322,13151,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2022-01-18,76178,4218,NA,693463,617285,21954,28896,25328,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2022-01-18,119051,10165,NA,862407,743356,51834,36629,30588,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2022-01-18,93429,4864,NA,768086,674657,22544,25674,45211,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2022-01-18,18076,1187,NA,181858,163782,2376,8346,7354,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2022-01-18,40962,2738,NA,308913,267951,5959,21951,13052,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2022-01-18,72275,8638,NA,494303,422028,10409,33258,28608,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2022-01-18,99648,7128,NA,870681,771033,17262,42386,40000,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2022-01-18,107607,10442,NA,831235,723628,23786,39660,44161,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2022-01-18,79612,8752,NA,557179,477567,20173,35397,24042,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2022-01-18,1121257,82561,NA,10999818,9878561,472679,318747,329831,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2022-01-18,88977,7342,NA,713911,624934,14987,31739,42251,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2022-01-18,47651,4288,NA,308645,260994,9244,28226,10181,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2022-01-18,14750,785,NA,99882,85132,2043,9950,2757,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2022-01-18,33826,1542,NA,445296,411470,7958,18225,7643,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2022-01-18,17991,1053,NA,343514,325523,1681,9469,6841,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2022-01-18,110374,12349,NA,721825,611451,12994,46754,50626,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2022-01-18,48386,4286,NA,373560,325174,8110,21434,18842,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2022-01-18,52723,3045,NA,287938,235215,9304,28817,14602,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2022-01-18,37286,1989,NA,273036,235750,6828,15945,14513,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2022-01-18,20274,1601,NA,145747,125473,5681,9021,5572,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2022-01-18,33230,3091,NA,184100,150870,3351,22016,7863,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2022-01-18,2668224,203645,2647704,23488903,20820679,806134,955884,906206,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2022-01-19,35178,1295,NA,184405,149227,6296,18720,10162,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2022-01-19,95734,6798,NA,711764,616030,19566,29016,47152,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2022-01-19,29144,1532,NA,246552,217408,6848,8852,13444,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2022-01-19,142747,9789,NA,1663162,1520415,34018,50434,58295,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2022-01-19,39121,2173,NA,240927,201806,9189,16322,13610,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2022-01-19,77269,4213,NA,698056,620787,22356,28896,26017,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2022-01-19,120687,10180,NA,867361,746674,52220,36629,31838,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2022-01-19,95589,4868,NA,774126,678537,22658,25674,47257,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2022-01-19,18475,1189,NA,183035,164560,2393,8346,7736,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2022-01-19,41627,2742,NA,310819,269192,6014,21951,13662,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2022-01-19,74098,8639,NA,499230,425132,10509,33258,30331,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2022-01-19,101577,7131,NA,876186,774609,17419,42386,41772,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2022-01-19,110211,10445,NA,838556,728345,24196,39660,46355,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2022-01-19,81421,8749,NA,562540,481119,20396,35397,25628,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2022-01-19,1144677,82610,NA,11074294,9929617,479701,318747,346229,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2022-01-19,90868,7348,NA,718744,627876,15023,31739,44106,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2022-01-19,48476,4292,NA,310559,262083,9455,28226,10795,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2022-01-19,14933,785,NA,100418,85485,2140,9950,2843,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
